Bath,Bed,Price,Property,Sqft
1,1,"$1,750,000",Condos,917
9,,"$32,000,000",Townhomes,"12,316"
8.5,5,"$39,950,000",Condos,"14,539"
1,0,"$1,638,000",Condos,"1,053"
1,0,"$499,000",Co-op,
1,1,"$499,000",Co-op,
7,6,"$23,750,000",Condos,"8,139"
4.5+,4,"$18,500,000",Condos,"4,000"
1,1,"$649,000",Co-op,808
2,2,"$2,230,000",Condos,"1,124"
3.5,3,"$4,850,000",Condos,"2,347"
1,0,"$495,000",Co-op,
2,2,"$898,000",Co-op,
3,3,"$2,295,000",Co-op,
2,2,"$977,000",Co-op,"1,325"
1,0,"$649,000",Co-op,
1.5,2,"$1,649,000",Co-op,
2,2,"$1,270,000",Condos,"1,045"
1,0,"$940,000",Condos,671
2.5,3,"$4,425,000",Condos,"3,370"
1,0,"$450,000",Co-op,
2,3,"$2,350,000",Condos,"1,777"
1,1,"$999,999",Condos,610
2,2,"$1,375,000",Co-op,
3,3,"$3,250,000",Condos,"1,858"
1,1,"$725,000",Co-op,
1,1,"$950,000",Co-op,950
2,2,"$5,395,000",Condos,"1,530"
1,2,"$890,000",Co-op,950
3,4,"$3,595,000",Condos,"2,800"
3,2,"$2,099,000",Co-op,
2,2,"$1,745,000",Condos,"1,340"
2.5,3,"$3,150,000",Condos,"1,867"
9,8,"$16,900,000",Townhomes,
1,1,"$2,500,000",Condos,"1,087"
2,2,"$2,995,000",Condos,"1,400"
3,3,"$2,550,000",Condos,"2,332"
2,2,"$2,375,000",Condos,"1,403"
2,2,"$1,450,000",Co-op,"1,250"
2,2,"$2,490,000",Condos,"1,403"
2,1,"$2,550,000",Co-op,"1,250"
2.5,3,"$3,950,000",Co-op,
1,1,"$1,149,000",Condos,758
3.5,3,"$4,000,000",Condos,"2,272"
1,2,"$849,000",Co-op,900
1,2,"$1,995,000",Condos,"1,415"
4.5,4,"$12,950,000",Condos,"3,319"
1,1,"$520,000",Co-op,
1,2,"$715,000",Condos,"1,017"
4.5+,5,"$52,000,000",Co-op,
2,2,"$3,750,000",Co-op,"2,321"
2,2,"$700,000",Co-op,"1,375"
1,1,"$850,000",Co-op,550
1,1,"$795,000",Condos,664
2.5,3,"$4,795,000",Condos,"2,500"
1,1,"$699,000",Co-op,800
5,5,"$16,750,000",Co-op,
1,1,"$1,090,000",Co-op,
1,1,"$1,325,000",Condos,815
3.5,3,"$14,500,000",Condos,"3,164"
4.5,6,"$4,750,000",Townhomes,
1,0,"$475,000",Co-op,
7.5,6,"$28,500,000",Condos,"5,003"
4,3,"$6,795,000",Condos,"2,712"
2.5,3,"$3,150,000",Condos,"2,000"
2,2,"$1,825,000",Condos,"1,172"
1.5,2,"$850,000",Co-op,850
3,3,"$9,900,000",Condos,"2,246"
1,1,"$825,000",Condos,721
2.5,3,"$2,258,000",Condos,"1,488"
2.5,2,"$2,300,000",Condos,"1,208"
1,1,"$849,000",Co-op,
4.5+,4,"$5,875,000",House for Sale,"4,400"
2,2,"$1,895,000",Condos,"1,300"
2,2,"$1,455,000",Condos,"1,275"
1,,"$799,000",Condos,516
1,1,"$2,750,000",Condos,"1,450"
1,1,"$775,000",Co-op,700
3.5,3,"$6,100,000",Condos,"2,300"
2,1,"$1,199,000",Co-op,959
2,2,"$1,850,000",Condos,"1,311"
1,1,"$995,000",Condos,793
7,8,"$27,700,000",Townhomes,"10,300"
3,3,"$5,295,000",Co-op,
1,0,"$1,700,000",Co-op,
10,7,"$14,500,000",Townhomes,"8,850"
1,1,"$1,385,000",Condos,760
3.5,3,"$4,995,000",Condos,"2,021"
2,2,"$2,450,000",Condos,"1,180"
2,3,"$2,350,000",Condos,"1,521"
3,3,"$1,400,000",Co-op,
2,2,"$1,525,000",Co-op,
2,2,"$1,600,000",Condos,"1,169"
1,1,"$389,000",Condos,
1,2,"$969,000",Co-op,
1,,"$375,000",Co-op,
3,3,"$6,995,000",Condos,"2,948"
2,2,"$1,900,990",Condos,"1,288"
2,2,"$1,700,000",Condos,"1,100"
1,1,"$615,000",Co-op,
3,5,"$5,495,000",House for Sale,"3,750"
1,0,"$400,000",Co-op,
2,2,"$1,695,000",Co-op,"1,300"
1,0,"$715,000",Condos,535
3,3,"$3,925,990",Condos,"1,771"
2,2,"$1,135,000",Condos,"1,331"
2,2,"$1,895,000",Condos,"1,156"
2.5,2,"$3,960,000",Condos,"1,615"
7.5,5,"$12,500,000",Co-op,"5,600"
2,2,"$1,050,000",Condop,"1,169"
2.5,2,"$2,995,000",Condos,"1,566"
1,1,"$1,139,050",Condos,638
1,1,"$775,000",Co-op,
2,2,"$1,325,000",Co-op,"1,400"
,0,"$2,950,000",Condos,
3.5,3,"$6,995,000",Condos,"2,975"
3,2,"$3,250,000",Condos,"1,859"
1,1,"$860,000",Condos,697
3.5,3,"$4,495,000",Condos,
1,1,"$998,000",Condos,645
2.5,2,"$3,260,000",Condos,"1,562"
6,6,"$9,250,000",Co-op,
3,,"$3,150,000",Condo,
3.5,4,"$5,295,000",Condos,"2,476"
3,3,"$3,250,000",Condos,"1,859"
3.5,3,"$7,995,000",Condos,"2,849"
3.5,3,"$6,250,000",Condos,"2,297"
2.5,2,"$3,100,000",Condos,"1,338"
1,1,"$1,785,000",Condos,775
3.5,3,"$4,945,990",Condos,"1,959"
2,3,"$2,350,000",Condos,"1,350"
1.5,1,"$2,200,000",Condos,"1,006"
2.5,2,"$4,500,000",Condos,"1,478"
2,2,"$2,295,000",Condos,"1,363"
1,1,"$665,000",House for Sale,
2,2,"$1,750,000",Condos,
1,2,"$350,000",Co-op,
1,0,"$475,000",Co-op,
1,0,"$550,000",Co-op,
2.5,2,"$3,100,000",Condos,"1,505"
2.5,2,"$2,250,000",Co-op,
2.5,2,"$2,375,000",Condos,"1,350"
1,0,"$329,900",Co-op,
1,0,"$525,000",Co-op,
2,2,"$1,250,000",Condop,
1.5,1,"$2,850,000",Condos,"1,155"
3.5,4,"$2,199,000",Co-op,"2,400"
1,0,"$595,000",Co-op,
1,1,"$550,000",Co-op,850
1,0,"$529,000",Co-op,
1,1,"$1,200,000",Co-op,
1,1,"$599,000",Condos,500
2,3,"$2,275,000",Condos,"1,521"
1.5,1,"$1,299,000",Condos,878
2,2,"$999,000",Co-op,
2,2,"$1,325,000",Condos,951
4,4,"$3,000,000",Co-op,
1,1,"$599,000",Co-op,
2,2,"$2,895,000",Condos,"1,573"
1,,"$475,000",Co-op,
1,0,"$528,000",Co-op,
7.5,6,"$8,495,000",Condos,"5,900"
3.5,3,"$11,250,000",Co-op,"3,300"
1,1,"$875,000",Co-op,
2,2,"$1,800,000",Co-op,
1,2,"$1,300,000",Co-op,
2.5,2,"$1,895,000",Condos,"1,338"
7,4,"$18,950,000",Townhomes,
1,1,"$1,149,000",Condos,706
7,7,"$5,100,000",Townhomes,"4,500"
1,1,"$820,000",Co-op,
2.5,2,"$3,600,000",Condos,
2,2,"$4,750,000",Condos,
1,1,"$1,495,000",Condos,771
1,0,"$600,000",Condos,
2.5,2,"$5,950,000",Condos,"2,359"
3,3,"$2,925,000",Condos,"1,478"
2.5,3,"$5,000,000",Condos,"1,546"
1,1,"$575,000",Co-op,
1.5,1,"$875,000",Co-op,
2,2,"$1,625,000",Condos,"2,131"
16,,"$26,500,000",Multi-Family Home,"20,000"
4.5,4,"$13,500,000",Condos,"3,310"
1.5,1,"$1,399,900",Condos,999
2,3,"$1,818,000",Condos,"1,149"
2,2,"$995,000",Condos,"1,053"
1.5,1,"$998,000",Co-op,"1,200"
1,1,"$1,495,000",Condos,924
1,1,"$395,000",Co-op,
3,4,"$7,100,000",Condos,"3,197"
2.5,2,"$3,575,000",Co-op,
5,5,"$10,000,000",Multi-Family Home,
2.5,2,"$2,999,999",Condos,"1,891"
1,1,"$629,000",Co-op,
4.5,5,"$7,400,000",Co-op,
3,3,"$7,850,000",Condos,"2,758"
4,2,"$2,995,000",Condos,"1,650"
3.5,3,"$12,350,000",Condos,"3,238"
1,,"$930,000",Condo,
1,0,"$800,000",Condos,
1.5,1,"$3,495,000",Condos,
2,2,"$1,350,000",Co-op,
4.5,4,"$5,995,000",Condos,"3,035"
1,0,"$475,000",Condos,420
1,1,"$2,750,000",Condos,
1,1,"$535,000",Co-op,
2,3,"$1,695,000",Co-op,
2,2,"$949,000",Condos,
1,1,"$725,000",Condos,595
1,1,"$1,295,000",Co-op,
1,1,"$999,000",Condos,747
2,2,"$1,500,000",Co-op,
1,0,"$1,030,000",Condos,542
2.5,2,"$4,800,000",Condos,"2,890"
2.5,2,"$4,395,000",Condos,"1,990"
2,2,"$1,145,000",Co-op,
1,1,"$995,000",Condos,880
2,3,"$1,495,000",Condos,"1,240"
2,3,"$2,995,000",Condos,"1,742"
1,1,"$1,800,000",Co-op,
2,2,"$2,617,000",Condo,"1,123"
1,0,"$599,900",Condos,610
1,2,"$640,000",Co-op,550
1,1,"$879,000",Condos,695
1,1,"$479,000",Co-op,
1,2,"$315,000",Co-op,
1,2,"$750,000",Co-op,"1,000"
1,2,"$1,069,000",Co-op,
1,1,"$828,000",Co-op,962
1,0,"$420,000",Co-op,
1,2,"$475,000",Co-op,
1.5,2,"$1,190,000",Co-op,
1,1,"$1,195,000",Condos,
1,0,"$480,000",Condos,430
6,4,"$23,900,000",Co-op,"4,275"
2,2,"$1,395,000",Condos,"1,100"
1,1,"$520,000",Co-op,
2,2,"$1,295,000",Co-op,
1,1,"$599,000",Co-op,
2,2,"$1,250,000",Condos,"1,010"
1,1,"$600,000",Co-op,
3.5,2,"$2,175,000",Co-op,
4.5,4,"$1,639,000",Co-op,"3,300"
1,1,"$739,000",Co-op,
1,1,"$640,000",Co-op,
2,2,"$1,975,000",Condos,"1,067"
1,1,"$999,000",Condos,740
1,2,"$850,000",Condos,"1,049"
1,1,"$599,000",Co-op,
1,1,"$1,480,000",Condos,885
1,2,"$750,000",Condos,
1,1,"$669,000",Co-op,
2,2,"$6,900,000",Condos,"1,853"
2,2,"$3,575,000",Condos,"1,489"
1,1,"$1,050,000",Condos,682
2,2,"$1,995,000",Co-op,"1,800"
3,3,"$2,995,000",Co-op,"2,021"
2,3,"$3,295,000",Condos,"2,092"
2,1,"$2,595,000",Co-op,"2,235"
1,1,"$1,125,000",Condos,775
2,2,"$2,150,000",Condos,"1,109"
1.5,1,"$975,000",Co-op,850
1,1,"$1,125,000",Co-op,
3.5,5,"$5,400,000",Co-op,
3,3,"$2,600,000",Condos,"2,068"
2,2,"$2,500,000",Condos,"1,261"
1,1,"$975,000",Condos,
2.5,3,"$1,500,000",Co-op,
1,1,"$569,000",Co-op,
2,2,"$1,600,000",Co-op,
1,0,"$335,000",Co-op,
2,2,"$1,624,000",Condos,"1,471"
1,1,"$559,000",Co-op,600
1,0,"$515,000",Co-op,570
1,1,"$919,000",Condop,850
4,4,"$9,500,000",Condos,"3,599"
1,1,"$1,395,000",Condos,
3,3,"$2,250,000",Condos,"1,940"
3.5,3,"$12,995,000",Condos,"4,219"
2,2,"$1,195,000",Co-op,
2,2,"$3,995,000",Townhomes,
1,1,"$1,099,000",Condos,700
2,2,"$1,675,000",Condos,950
1,1,"$799,000",Condos,592
1,1,"$579,000",Co-op,850
2,2,"$1,145,000",Co-op,
2,2,"$1,199,000",Co-op,
1.5,1,"$1,580,000",Co-op,
3,3,"$2,675,000",Condos,"1,750"
2,2,"$1,395,000",Co-op,
2,2,"$2,600,000",Co-op,
2,3,"$2,999,000",Co-op,
1,0,"$525,000",Co-op,
2.5,2,"$2,200,000",Condos,
1,1,"$630,000",Co-op,800
2.5,2,"$4,500,000",Condos,"1,600"
3,3,"$1,995,000",Co-op,"1,764"
2,2,"$3,250,000",Condos,"1,856"
2.5,2,"$2,250,000",Condos,"1,320"
3,4,"$4,200,000",Condos,"2,169"
1,0,"$319,000",Co-op,
1,1,"$695,000",Co-op,
5,4,"$12,500,000",Condos,"5,200"
1,1,"$755,000",Condos,525
3,3,"$3,150,000",Condos,"1,922"
1,0,"$795,000",Condos,579
1.5,1,"$1,449,000",Co-op,
1,1,"$490,000",Co-op,
1,1,"$1,850,000",Condos,741
3,4,"$2,995,000",Condos,"2,340"
2,2,"$2,999,995",Co-op,
1,1,"$472,500",Co-op,
1,1,"$495,000",Co-op,710
1,1,"$699,000",Condos,850
2.5,2,"$1,395,000",Co-op,"2,000"
1,1,"$899,000",Condos,
1,1,"$1,049,000",Condos,640
2,3,"$1,745,000",Co-op,
5.5,5,"$25,000,000",Condos,"5,956"
2.5,2,"$2,200,000",Co-op,"1,400"
2.5,3,"$2,475,000",Condos,"1,653"
1,1,"$675,000",Condos,
2.5,2,"$2,250,000",Condos,"1,653"
2,2,"$1,550,000",Condos,"1,317"
2,2,"$1,498,000",Co-op,
1,1,"$499,000",Co-op,
2,3,"$1,200,000",Co-op,
1,,"$1,200,000",Condos,"1,028"
1,1,"$920,000",Condos,775
,0,"$15,000,000",Townhomes,"12,924"
2,2,"$1,195,000",Co-op,
1,2,"$799,999",Co-op,
10.5,18,"$5,500,000",Multi-Family Home,
2,2,"$3,250,000",Co-op,"2,200"
1,1,"$599,000",Co-op,
2.5,3,"$1,575,000",Condos,"1,812"
1,2,"$1,150,000",Co-op,
2,2,"$2,695,000",Co-op,
4.5,4,"$12,000,000",Co-op,
4.5,4,"$3,250,000",Co-op,
4,6,"$3,995,000",Condos,
3.5,3,"$6,595,000",Condos,"2,354"
2,3,"$1,795,000",Co-op,"1,500"
3.5,3,"$4,998,000",Condos,"2,251"
2,2,"$1,649,000",Condos,
1,1,"$1,500,000",Condos,842
2,3,"$2,395,000",Condos,"1,561"
3,3,"$3,000,000",Condos,"1,604"
2,2,"$1,950,000",Co-op,
1,1,"$1,290,000",Condos,564
1,1,"$1,349,000",Condos,647
2,3,"$3,550,000",Co-op,
2,2,"$1,950,000",Co-op,
1,1,"$1,250,000",Condos,810
1,1,"$450,000",Condos,
6.5,5,"$18,250,000",Condos,"5,893"
2,1,"$1,195,000",Condos,
1.5,2,"$1,200,000",Condos,940
1,0,"$579,000",Condos,425
1,1,"$1,050,000",Condos,667
2,2,"$1,350,000",Condos,"1,250"
1,2,"$849,000",Co-op,
1,1,"$700,000",Co-op,
1,2,"$949,000",Co-op,950
1,1,"$575,000",Co-op,750
1,2,"$1,695,000",Co-op,"1,300"
,0,"$425,000",Co-op,500
1,0,"$645,000",Condo,530
1,1,"$745,000",Co-op,600
1,0,"$500,000",Condos,
1,1,"$719,000",Condos,627
1,1,"$1,050,000",Condos,
2.5,3,"$18,000,000",Condos,"5,000"
2,3,"$1,360,000",Condos,"1,248"
1,1,"$600,000",Condop,
1,2,"$1,500,000",Co-op,
1,2,"$799,000",Co-op,
1,1,"$689,000",Co-op,800
3,3,"$3,350,000",Condos,"1,662"
2,2,"$949,000",Co-op,"1,300"
1,0,"$629,000",Co-op,600
1,1,"$599,000",Condos,
1,,"$524,000",Co-op,
1,1,"$809,500",Condos,677
5.5,5,"$6,500,000",Condos,"3,709"
2,2,"$3,450,000",Condos,"1,640"
5,4,"$12,750,000",Condos,"4,487"
2.5,2,"$5,850,000",Condop,
5.5,5,"$13,500,000",Condos,"5,153"
2.5,2,"$6,950,000",Condos,"1,980"
3.5,4,"$4,995,000",Condos,"2,878"
3,3,"$3,950,000",Condos,"2,118"
2,3,"$2,598,000",Co-op,"2,000"
2,2,"$3,192,000",Condos,"1,644"
14,13,"$15,500,000",Townhomes,"9,950"
4.5,4,"$7,950,000",Condos,"3,726"
1,0,"$829,000",Condos,563
1,0,"$855,000",Condos,563
1,1,"$705,000",Co-op,
1,1,"$1,100,000",Co-op,
1,1,"$799,000",Co-op,
1,0,"$629,000",Condos,627
2,2,"$1,495,000",Co-op,
1,0,"$330,000",Co-op,
2,1,"$2,595,000",Condos,"1,350"
1,1,"$1,525,000",Co-op,"1,340"
3.5,3,"$9,250,000",Condos,"2,983"
1,0,"$559,000",Condos,430
4,3,"$10,950,000",Condos,"3,157"
2,2,"$1,150,000",Co-op,
1,,"$479,500",Condos,
1,0,"$480,000",Co-op,
2.5,3,"$2,595,000",Condos,
3,2,"$2,924,000",Co-op,
2,2,"$2,950,000",Co-op,"2,086"
2.5,2,"$6,995,000",Co-op,
2,2,"$1,475,000",Condos,"1,113"
2,3,"$2,350,000",Condos,"1,807"
2.5,2,"$4,250,000",Condos,"1,654"
3,3,"$3,849,000",Condos,"1,487"
1,1,"$1,170,000",Condos,831
3.5,3,"$8,495,000",Co-op,
2.5,2,"$2,750,000",Condos,"1,234"
2,1,"$1,648,000",Condos,"1,276"
2.5,2,"$2,495,000",Condos,"1,310"
1.5,2,"$949,500",Condos,"1,117"
3,3,"$3,750,000",Condos,"2,201"
,0,"$980,000",Condos,
1,1,"$980,000",Condos,667
2.5,2,"$3,695,000",Condos,"1,609"
2,2,"$1,390,000",Co-op,"1,250"
3,3,"$1,975,000",Co-op,
4,4,"$6,495,000",Condos,"2,850"
4,4,"$3,950,000",Condos,"2,500"
3,2,"$4,300,000",Co-op,"1,627"
2,2,"$3,065,000",Condos,"1,607"
4.5+,3,"$7,995,000",House for Sale,"4,250"
1,1,"$1,095,000",Condos,685
1,2,"$1,155,000",Condos,636
3,3,"$3,695,000",Condos,"2,290"
2,2,"$1,995,000",Condos,"1,015"
3.5,4,"$4,650,000",Condos,"2,371"
1,2,"$694,000",Co-op,
2,1,"$1,925,000",Condos,"1,149"
1,0,"$335,000",Co-op,400
2.5,3,"$2,099,000",Co-op,
1.5,1,"$799,000",Co-op,
1,0,"$849,000",Co-op,850
1.5,1,"$1,295,000",Co-op,"1,000"
1,1,"$995,000",Condos,810
1,1,"$875,000",Condos,770
1,1,"$799,000",Condos,670
1.5,1,"$699,000",Condos,803
1,1,"$900,000",Co-op,
1,0,"$735,000",Co-op,
3.5,4,"$2,845,000",Condos,"3,182"
2,2,"$1,250,000",Co-op,"1,500"
2,2,"$1,185,000",Co-op,
1,0,"$625,000",Co-op,500
,,"$18,500,000",House for Sale,"6,978"
3.5,3,"$3,200,000",Condos,"2,050"
1,1,"$525,000",Co-op,
3,2,"$3,495,000",Condos,"1,650"
1.5,1,"$1,190,000",Condos,725
1,1,"$985,000",Condos,718
5.5,5,"$11,900,000",Townhomes,"7,500"
2,2,"$1,710,000",Condos,"1,223"
5.5,5,"$18,000,000",Co-op,
1,1,"$995,000",Co-op,
1,0,"$695,000",Condos,
1,1,"$600,000",Co-op,750
1,1,"$1,175,000",Condos,889
4,4,"$3,750,000",Co-op,
2,1,"$1,350,000",Condos,"1,320"
1,0,"$330,000",Co-op,
1,3,"$299,900",Condo/Townhome,900
1,1,"$599,000",Co-op,
4.5,4,"$4,775,000",Condos,"2,252"
1,1,"$2,095,000",Condos,"1,317"
2.5,3,"$6,995,000",Condos,"2,505"
3,3,"$4,450,000",Condos,"1,824"
3.5,3,"$4,100,000",Condos,"1,823"
2.5,2,"$2,500,000",Condos,"1,253"
1,1,"$1,000,000",Co-op,"1,050"
1,,"$625,000",Co-op,
2,3,"$1,295,000",Condos,"1,248"
4.5,4,"$16,500,000",Condos,"3,466"
3.5,3,"$3,020,000",Condos,"1,815"
4.5,4,"$15,950,000",Condos,"4,476"
1,1,"$660,000",Co-op,
2.5,2,"$2,495,000",Condos,"1,657"
2,2,"$1,175,000",Co-op,
3.5,3,"$10,000,000",Condos,"3,385"
1,0,"$885,000",Condos,521
4,4,"$1,995,000",Co-op,"2,650"
1,1,"$699,000",Co-op,700
1.5,2,"$1,199,000",Co-op,
2,2,"$6,750,000",Condos,"3,100"
1.5,1,"$1,350,000",Condos,"1,080"
1,1,"$629,000",Co-op,800
1,0,"$595,000",Condos,444
2,2,"$2,600,000",Condos,"1,288"
1,1,"$600,000",Co-op,
3.5,4,"$4,800,000",Co-op,
2,2,"$619,000",Condos,770
1,0,"$400,000",Co-op,
3.5,3,"$2,799,000",Condos,"1,720"
1,1,"$949,000",Condos,759
1,1,"$1,290,000",Co-op,"1,100"
2,2,"$1,575,000",Condos,"1,000"
1,0,"$749,000",Condos,550
1,1,"$998,000",Condos,600
2,2,"$2,095,000",Co-op,
4.5,4,"$2,499,888",Condos,"2,385"
5.5,5,"$8,495,000",Condos,"4,323"
1,2,"$730,000",Co-op,980
3,3,"$3,795,000",Condos,"1,968"
1,1,"$1,199,000",Co-op,850
1,2,"$945,000",Co-op,950
2.5,3,"$5,190,000",Condos,"2,097"
1,2,"$765,000",Co-op,980
1,2,"$749,000",Co-op,950
,,"$1,850,000",House for Sale,
,,"$6,795,000",House for Sale,"3,680"
2.5,2,"$3,850,000",Condos,"1,570"
2,3,"$1,499,000",Condos,"1,412"
2,2,"$2,825,000",Condos,"1,226"
3.5,3,"$6,600,000",Condos,"2,193"
1,1,"$1,199,900",Condos,645
1,1,"$786,161",Condos,609
4.5,5,"$19,950,000",Condos,"4,150"
1,1,"$1,395,000",Co-op,"1,100"
2,1,"$1,555,000",Co-op,
3,3,"$2,695,000",Co-op,
1,2,"$845,000",Co-op,
3.5,3,"$4,680,000",Condos,"1,855"
1,0,"$435,000",Co-op,550
2.5,2,"$1,900,000",Co-op,
7,8,"$17,900,000",Townhomes,
6,5,"$48,000,000",Co-op,
3,5,"$5,893,000",Co-op,"4,400"
1,2,"$485,000",Co-op,
2.5,2,"$6,900,000",Co-op,
1,0,"$499,000",Condos,
1,2,"$315,000",Co-op,600
4.5,4,"$10,000,000",Condos,"4,118"
1,1,"$883,000",Condos,728
1,1,"$1,100,000",Condos,770
,,"$16,950,000",House for Sale,"7,000"
1,0,"$735,000",Co-op,
1,1,"$745,000",Co-op,
1,0,"$785,000",Condos,585
1,2,"$1,045,000",Condos,910
3,3,"$1,695,000",Co-op,
3,2,"$3,200,000",Condos,
2,2,"$1,495,000",Co-op,
2.5,2,"$3,595,000",Condos,"1,679"
2.5,2,"$2,949,000",Condos,"1,477"
1,1,"$1,800,000",Co-op,
1,1,"$790,000",Condos,621
2,2,"$1,198,000",Condos,
3.5,3,"$6,500,000",Condos,"2,891"
1,2,"$1,095,000",Co-op,
1,1,"$629,000",Co-op,
1,1,"$995,000",Condos,700
1,0,"$598,000",Condos,457
1.5,2,"$925,000",Co-op,"1,178"
4.5,4,"$4,725,000",Condos,"2,252"
6.5,5,"$25,000,000",Condos,"7,140"
3,3,"$4,350,000",Condos,"2,133"
3,3,"$6,600,000",Condos,"2,262"
3,4,"$4,475,000",Co-op,
,,"$23,500,000",House for Sale,"8,300"
3.5,3,"$9,250,000",Condos,"3,318"
4.5,4,"$14,900,000",Co-op,"5,500"
2,2,"$3,795,000",Co-op,"1,900"
1,1,"$550,000",Condos,
1,1,"$800,000",Co-op,
3.5,3,"$4,995,000",Condos,"2,608"
1,1,"$849,000",Co-op,
1,0,"$595,000",Co-op,
1,1,"$925,000",Co-op,850
2,1,"$2,800,000",Condos,"1,508"
2.5,2,"$2,800,000",Condos,"1,450"
1,1,"$520,000",Co-op,
2,2,"$1,990,000",Multi-Family Home,"1,039"
2,2,"$2,500,000",Condos,"1,391"
3,2,"$4,850,000",Co-op,
1,2,"$1,075,000",Co-op,"1,200"
1,0,"$790,000",Co-op,650
2.5,2,"$4,495,000",Condos,"1,591"
1,1,"$735,000",Co-op,
4.5,4,"$13,845,000",Condos,"3,385"
2.5,2,"$3,600,000",Condos,"2,016"
3,0,"$1,450,000",Co-op,
5,0,"$3,379,000",Townhomes,"3,290"
1,1,"$915,000",Condos,635
3,4,"$6,495,000",Condos,"2,868"
3,2,"$6,525,000",Condos,"2,491"
5.5,5,"$7,950,000",Co-op,"4,500"
2.5,2,"$3,100,000",Condos,"1,340"
2,2,"$2,980,000",Condos,"1,182"
1,1,"$475,000",Condos,485
3.5,3,"$4,975,000",Condos,"1,983"
2,3,"$4,225,000",Condos,"2,093"
1,1,"$1,549,000",Co-op,"1,000"
2,2,"$4,500,000",Condos,"3,060"
2,2,"$2,285,000",Condos,"1,185"
1,0,"$499,000",Co-op,
2.5,3,"$4,995,000",Condos,"1,968"
4,4,"$12,950,000",Condos,"4,050"
1,0,"$1,495,000",Condos,
1,0,"$525,000",Co-op,550
2,2,"$1,795,000",Condos,"1,050"
3,3,"$2,995,000",Condos,"1,608"
3.5,4,"$3,145,000",Condos,"2,131"
3,4,"$6,585,170",Condos,"2,126"
4.5,4,"$9,800,000",Condos,"4,456"
2,2,"$985,000",Co-op,
1.5,1,"$1,775,000",Condos,938
1,2,"$699,000",Co-op,
1.5,1,"$1,715,000",Condos,900
1.5,1,"$1,670,000",Condos,863
2.5,2,"$3,545,000",Condos,"1,524"
2,1,"$2,120,000",Condos,"1,110"
5,4,"$11,500,000",Condos,"3,683"
3.5,3,"$3,499,000",Co-op,
1.5,1,"$2,210,000",Condos,"1,290"
1,0,"$450,000",Co-op,585
1,0,"$425,000",Co-op,500
1,1,"$399,000",Co-op,
1,2,"$775,000",Condos,642
1,2,"$1,295,000",Co-op,
1,1,"$499,000",Co-op,600
3,3,"$4,500,000",Condos,"2,177"
3.5,3,"$3,995,000",Condos,"2,432"
5,4,"$3,995,000",Condos,"2,438"
2,2,"$2,750,000",Co-op,
1.5,1,"$1,325,000",Condos,869
2,2,"$2,350,000",Condos,"1,347"
4.5,4,"$3,999,000",Condos,"2,200"
1,1,"$750,000",Co-op,
2,2,"$2,175,000",Condos,"1,338"
1,0,"$549,000",Condos,476
2,2,"$1,875,000",Condos,"1,354"
1.5,2,"$1,150,000",Condos,
3,3,"$1,645,000",Co-op,"1,800"
2.5,3,"$3,995,000",Condos,"2,291"
3,4,"$7,295,000",Co-op,
2,2,"$1,850,000",Co-op,
1,1,"$1,050,000",Condos,773
1,2,"$549,000",Co-op,975
1,1,"$890,000",Condos,743
1,1,"$625,000",Co-op,
1,0,"$318,000",Co-op,575
1,2,"$1,650,000",Co-op,
3,3,"$5,195,000",Condos,"2,601"
1,1,"$995,000",Condos,780
4.5,4,"$7,800,000",Co-op,
1,1,"$1,195,000",Co-op,
1,1,"$750,000",Co-op,825
3.5,3,"$5,999,000",Condos,"2,500"
4.5,3,"$30,900,000",Condos,"4,019"
1,0,"$310,000",Co-op,
2,2,"$895,000",Co-op,
1.5,2,"$899,000",Co-op,
2.5,2,"$3,495,000",Co-op,
3,2,"$2,100,000",Co-op,
2,2,"$3,495,000",Co-op,
3,3,"$7,590,000",Condos,"4,157"
7,7,"$10,000,000",Co-op,
2.5,2,"$3,500,000",Co-op,
1,3,"$279,000",Co-op,
1,0,"$765,000",Condos,630
1,1,"$500,000",Co-op,
2,3,"$2,500,000",Co-op,
3.5,3,"$3,500,000",Condos,"1,773"
2.5,3,"$4,495,000",Co-op,
1,1,"$569,000",Condos,
2,2,"$1,095,000",Co-op,
2,2,"$2,195,000",Condos,"1,165"
2,2,"$1,500,000",Condos,"1,149"
1,1,"$849,000",Condos,707
1,1,"$318,000",Co-op,
2,2,"$899,000",Condos,"1,043"
1,1,"$429,000",Co-op,575
3.5,4,"$9,950,000",Co-op,
2,2,"$2,595,000",Co-op,"1,500"
1,0,"$420,000",Co-op,
2,2,"$2,400,000",Co-op,
3.5,3,"$6,250,000",Condos,"2,872"
2,2,"$1,350,000",Co-op,"1,350"
1.5,2,"$635,000",Co-op,"1,300"
1,1,"$1,895,000",Condos,855
2.5,2,"$3,995,000",Condos,"1,463"
2,3,"$1,395,000",Co-op,
1,1,"$785,000",Condos,700
2.5,2,"$1,995,000",Co-op,
2,2,"$3,235,000",Condos,"1,343"
1,1,"$1,195,000",Co-op,
3.5,3,"$5,900,000",Co-op,"3,100"
6,8,"$5,100,000",Townhomes,"6,840"
3,4,"$6,995,000",Condos,"3,220"
2,2,"$2,620,000",Condos,"1,313"
1,1,"$1,700,000",Condos,698
1,1,"$1,800,000",Condos,730
6,5,"$19,995,000",Condos,"7,137"
1,1,"$499,000",Condos,
2,2,"$3,399,900",Condos,"2,061"
